terminologyId,negated,value
63621000003105,0,"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR <<248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)|)"
TMP-7s2r9t,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-7s2r9t,0,"< 410720000"
TMP-7s2r9t,1,"< 410720000: 363698007=*"
TMP-5db6mb,0,<185823004
TMP-5db6mb,1,<<297947008
TMP-5db6mb,1,<<366649008
TMP-bwmsr7,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-qqfrjk,0,"<185823004 |Finding of skin texture|"
TMP-qqfrjk,1,"<<366649008 | Thickness of skin - finding |"
TMP-qqfrjk,1,"<<297947008 | Finding of consistency of skin |"
TMP-qqfrjk,1,"<<429193009 | Rhytide of forehead |"
TMP-qqfrjk,1,"<<10360000 | Crow's feet |"
TMP-qqfrjk,1,"<<9368001 | Circumoral rhytides |"
TMP-qqfrjk,1,"<<248194004 | Wrinkled face |"
TMP-qqfrjk,1,"<<403197009 | Sun-induced wrinkles |"
TMP-qqfrjk,1,"<<275887009 | Scaly scalp |"
63731000003103,0,"< 410720000 | Pain by sensation quality (finding) |"
63761000003107,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
63851000003102,0,"< 106076001 |Skin finding (finding)| : [1..1]  363714003 |Interprets (attribute)| =<< 364530004 |Skin texture (observable entity)|"
63881000003107,0,"< 106076001 |Skin finding (finding)| : [1..1]  363714003 |Interprets (attribute)| =<< 364530004 |Skin texture (observable entity)|"
TMP-a74k3x,0,"< 185823004 |Finding of skin texture (finding)| 
MINUS (
          << 20795001 |Structure of skin region (body structure)| 
    OR << 366649008 |Finding of thickness of skin (finding)| 
    OR << 297947008 |Finding of consistency of skin (finding)|
    OR << 276323006 |Finding of color of skin (finding)|
    OR (* : 363698007 |Finding site (attribute)| = << 38866009 |Body part structure (body structure)|)
)"
TMP-ejsgfm,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-mxavd2,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
63981000003101,0,"< 61167004 |Thyroid stimulating hormone measurement (procedure)|"
63981000003101,0,"117942008 |Measurement of thyroxine antibody (procedure)|"
64131000003104,0,"(< 185823004 |Finding of skin texture (finding)| MINUS << 366649008 |Finding of thickness of skin (finding)|) MINUS << 297947008 |Finding of consistency of skin (finding)|"
TMP-3tb5qb,0,"(< 185823004 |Finding of skin texture (finding)|) MINUS (429356007 OR 429193009  OR 275887009  OR 248194004  OR 248195003  OR 10360000 OR 9368001 OR 85345005 OR << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)|)"
TMP-1skp36,0,"< 410720000 |Pain by sensation quality (finding)|"
TMP-1skp36,1,"<< 29695002 |Throbbing pain (finding)|"
TMP-2c1tbd,0,"<185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| or 274672009 |Changes in skin texture (finding)| OR 403197009 |Sun-induced wrinkles (disorder)| )"
68661000052109,0,"<405277009 |legitimerad läkare som gör specialiseringstjänstgöring|"
73171000052105,0,"(((<<102572006 |ödem i ben| OR <<444848005 |ryggödem|) MINUS <<403385000 |lymfödem i ben|) MINUS <<65605001 |ryggmärgsödem|) OR (271808008 |generaliserat ödem|) OR (248499004 |ödem i lågt belägna kroppsdelar|)"
TMP-v2up8s,0,"(<185823004 | Finding of skin texture (finding) | MINUS <366649008 |Finding of thickness of skin (finding)|) MINUS (<297947008 OR <276323006)"
TMP-s66p7u,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-uby38x,0,"< 185823004 |Finding of skin texture (finding)|:  363698007 |Finding site (attribute)| != < 39937001 |Skin structure (body structure)|"
TMP-uby38x,1,"<< 366649008 |Finding of thickness of skin (finding)|"
TMP-uby38x,1,"<< 297947008 |Finding of consistency of skin (finding)|"
TMP-uby38x,1,"<< 276323006 |Finding of color of skin (finding)|"
TMP-uby38x,1,"<< 297971001 |Finding of sensation of skin (finding)|"
TMP-pcsk6s,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-lxvc1p,0,"<185823004 |Finding of skin texture (finding)|"
TMP-udg8m6,0,"< 80146002 |Excision of appendix (procedure)|: 260870009 |Priority (attribute)| != 416774000 |Scheduled - priority (qualifier value)|"
TMP-voj6uv,0,<88937006
TMP-sakk31,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-qmc8vt,0,"< 185823004 | Finding of skin texture (finding) | : [0..0] 363698007 | Finding site | = < 20795001 | Structure of skin region (body structure) |"
TMP-qmc8vt,1,"<< 297947008 | Finding of consistency of skin (finding) |"
TMP-qmc8vt,1,"<< 366649008 | Finding of thickness of skin (finding) |"
TMP-mrky4p,0,"<106098005 |Urinary system finding (finding)|"
TMP-mrky4p,0,"(<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|)"
121000269108,0,"(<404684003 |Clinical finding (finding)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<<122489005 |Urinary system structure (body structure)|)"
TMP-8megcb,0,"<128927009 AND <362958002"
TMP-r3n1cs,0,"< 430925007 |Measurement of substance (procedure)|"
TMP-q9t9dy,0,"< 185823004 |Finding of skin texture (finding)| MINUS ( << 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 248194004 |Wrinkled face (finding)| OR << 275887009 |Scaly scalp (finding)| )"
TMP-2269kx,0,"< 118598001 |Property (qualifier value)|"
TMP-bjufwm,0,"<767524001 |Unit of measure (qualifier value)|"
TMP-xgf236,0,"< 105590001 |Substance|"
TMP-xv3kbf,0,"< 105590001 |Substance|"
TMP-aaf93f,0,"<<12738006 | Brain structure (body structure) |"
TMP-9puhvi,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-60pfsf,0,"< 185823004 |Finding of skin texture (finding)|
MINUS ( << 366649008 |Finding of thickness of skin (finding)| 
OR << 297947008 |Finding of consistency of skin (finding)|
OR << 248194004 |Wrinkled face (finding)| 
OR << 275887009 |Scaly scalp (finding)| )"
TMP-vmi33c,0,"<< 84757009 |Epilepsy|"
TMP-qmc27x,0,"<< 414545008 |Ischemic heart disease|"
TMP-tz78t3,0,"<<247441003 |Erythema (finding)|"
TMP-gbeddl,0,"< 118733005"
TMP-xswo2j,0,"<< 1142182006 OR
<< 1142181004 OR
<< 1142180003 OR
<< 1145003007 OR
<< 1145035007 OR
<< 1145034006 OR
<< 1145026000 OR
<< 1145028004 OR
<< 1145031003 OR
<< 1145023008 OR
<< 1145033000 OR
<< 1145030002 OR
<< 1145022003 OR
<< 1145032005 OR
<< 1145029007"
TMP-xswo2j,0,"<< 1142182006 OR
<< 1142181004 OR
<< 1142180003 OR
<< 1145003007 OR
<< 1145035007 OR
<< 1145034006 OR
<< 1145026000 OR
<< 1145028004 OR
<< 1145031003 OR
<< 1145023008 OR
<< 1145033000 OR
<< 1145030002 OR
<< 1145022003 OR
<< 1145032005 OR
<< 1145029007"
TMP-xswo2j,0,"<< 1142182006 OR << 1142181004 OR << 1145003007 OR << 1145035007 OR << 1145034006 OR << 1145031003 OR << 1145023008 OR << 1145033000 OR << 1145030002 OR << 1145022003 OR << 1145032005 OR << 1145029007"
741000172102,0,"<<716186003 |No known allergy (situation)|"
TMP-fnpp9z,0,<<2342007
TMP-fnpp9z,0,<<2342007
TMP-90tfro,0,"^ 816080008 |International Patient Summary| AND < 404684003 | Clinical finding |"
TMP-xp85ek,0,"<< 50043002 | Disorder of respiratory system (disorder) |"
TMP-xp85ek,0,"<<118669005 | Procedure on respiratory system (procedure) |"
TMP-xp85ek,0,"<<183447000 | Admission to respiratory intensive care unit (procedure) |"
TMP-xp85ek,0,"<<410205005 | Respiratory care assessment (procedure) |"
TMP-xp85ek,0,"<<410207002 | Respiratory care management (procedure) |"
TMP-xp85ek,0,"<<408501008 | Emergency hospital admission for chronic obstructive pulmonary disease (procedure) |"
TMP-xp85ek,0,"<<410198006 | Respiratory function management (regime/therapy) |"
TMP-xp85ek,0,"<<409523000 | Standard respiratory precautions (procedure) |"
TMP-xp85ek,0,"<<183507005 | Non-urgent respiratory admission (procedure) |"
TMP-xp85ek,0,"<<363021009 | Complication of respiratory therapy procedure (disorder) |"
TMP-xp85ek,0,"<<23426006 | Measurement of respiratory function (procedure) |"
TMP-62rubw,0,"(<404684003 |Clinical finding (finding)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<71388002 |Procedure (procedure)|:*=<<122489005 |Urinary system structure (body structure)|) OR (<<122489005 |Urinary system structure (body structure)|)"
TMP-sq8wjo,0,<<368208006
TMP-veq46o,0,"<<185823004 |Finding of skin texture (finding)|"
TMP-eayyyh,0,"<<763087004 |Medicinal product categorized by therapeutic role (product)|"
TMP-x0kedu,0,"^ 816080008 |International Patient Summary| AND < 404684003 | Clinical finding (finding) |"
CT-angiography,0,"<<418272005|Computed tomography angiography with contrast (procedure)|"
TMP-90v5n0,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-io13xe,0,"*: 733725009 |Has concentration strength numerator unit| = *"
76981000003100,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-z1njm1,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-l4py9c,0,<250373003
TMP-uoomjs,0,<115671006
TMP-8c9hgn,0,<4422003
TMP-tkaxki,0,<19830006
TMP-dx2n8w,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-n0blxo,0,"<<105590001 |substance (substance)|"
TMP-gcr1vi,0,"< 185823004 |Finding of skin texture (finding)|"
78951000003109,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
78991000003102,0,"< 185823004 MINUS (297948003 OR 297947008 OR 366649008 OR 277797007 OR 271815000 OR 85345005 OR 248194004 OR 10360000 OR 248195003)"
TMP-4jibq2,0,"< 284548004 |Hospital department|"
TMP-fvleb3,0,"< 394658006 |Clinical specialty|"
TMP-4vuto3,0,"< 410720000 | Pain by sensation quality (finding) | : [0..0] 363698007 |Finding site (attribute)| = *"
TMP-ify27u,0,"(< 185823004 MINUS (297948003 OR 297947008 OR 366649008 OR 277797007 OR 271815000 OR 85345005 OR 248194004 OR 10360000 OR 248195003))"
TMP-n9s10d,0,"<185823004 | Finding of skin texture (finding) |  MINUS   ( <<  366649008 |Finding of thickness of skin (finding)| OR << 297947008 | Finding of consistency of skin (finding) | OR << 248194004 |Wrinkled face (finding)|)"
TMP-phoqiw,0,"< 410720000 | Pain by sensation quality (finding) | MINUS (< 410720000 | Pain by sensation quality (finding) |: {363698007 |Finding site (attribute)|=*})"
TMP-n9ugkt,0,"< 185823004 |Finding of skin texture (finding)|"
TMP-n9ugkt,1,"<< 297947008 |Finding of consistency of skin (finding)|"
TMP-n9ugkt,1,"<< 366649008 |Finding of thickness of skin (finding)|"
TMP-n9ugkt,1,"<< 248194004 |Wrinkled face (finding)|"
TMP-zjjgts,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-76jblp,0,"< 185823004"
TMP-jty4pt,0,"<410720000 |Pain by sensation quality (finding)| : [0..0] 363698007 |Finding site (attribute)|  = *"
TMP-al3e05,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-p7mhoz,0,"< 387713003 |Surgical procedure (procedure)|: {<< 424226004 |Using device (attribute)| = << 86174004 |Laparoscope,device (physical object)|} AND { <<405813007 |sitio del procedimiento - directo (atributo)| = <<34707002 |estructura de la vía biliar (estructura corporal)|}"
TMP-6lwrwx,0,"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
TMP-r0lus5,0,"< 404684003 |clinical finding|: 363714003 |Interprets (attribute)| = <<364530004 |Skin texture (observable entity)|"
TMP-r0lus5,1,"<<297947008 |Finding of consistency of skin (finding)|"
TMP-r0lus5,1,"<<366649008 |Finding of thickness of skin (finding)|"
TMP-r0lus5,1,"<<248194004 |Wrinkled face (finding)|"
TMP-r0lus5,1,"<<275887009 |Scaly scalp (finding)|"
TMP-mezjoa,0,"< 185823004 | Finding of skin texture (finding) |"
79601000003106,0,"<410720000: 363698007 |Finding site (attribute)| !=*"
TMP-m4tdlm,0,"(<185823004 |Finding of skin texture| : 363698007 |Finding site| =  >>20795001 |Structure of skin region|) MINUS (<<297947008 |Finding of consistency of skin (finding)| OR <<366649008 |Finding of thickness of skin (finding)|)"
TMP-l0ew73,0,"< 410720000 | Pain by sensation quality (finding) |"
TMP-l0ew73,1,"<< 279001004 |Pain finding at anatomical site (finding)|"
TMP-l0ew73,1,"<<55145008 | Stabbing pain |"
TMP-y26911,1,"<< 366649008 |Finding of thickness of skin (finding)|"
TMP-y26911,1,"<< 297947008 |Finding of consistency of skin (finding)|"
TMP-y26911,0,"< 185823004 |Finding of skin texture (finding)| : 363698007 |Finding site (attribute)| != < 20795001 |Structure of skin region (body structure)|"
