refsets_id	negated	value
77024206	0	"<<185823004 |Finding of skin texture (finding)|"
77024212	0	"<<763087004 |Medicinal product categorized by therapeutic role (product)|"
77271204	0	"^ 816080008 |International Patient Summary| AND < 404684003 | Clinical finding (finding) |"
77271205	0	"<<418272005|Computed tomography angiography with contrast (procedure)|"
77301963	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
77373553	0	"*: 733725009 |Has concentration strength numerator unit| = *"
77373558	0	"< 410720000 | Pain by sensation quality (finding) |"
78115554	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
79620954	0	<250373003
79620955	0	<115671006
79620956	0	<4422003
79620957	0	<19830006
79620962	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
79620963	0	"<<105590001 |substance (substance)|"
79916153	0	"< 185823004 |Finding of skin texture (finding)|"
79920403	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
79920404	0	"< 185823004 MINUS (297948003 OR 297947008 OR 366649008 OR 277797007 OR 271815000 OR 85345005 OR 248194004 OR 10360000 OR 248195003)"
79934903	0	"< 284548004 |Hospital department|"
79934904	0	"< 394658006 |Clinical specialty|"
79938553	0	"< 410720000 | Pain by sensation quality (finding) | : [0..0] 363698007 |Finding site (attribute)| = *"
79938554	0	"(< 185823004 MINUS (297948003 OR 297947008 OR 366649008 OR 277797007 OR 271815000 OR 85345005 OR 248194004 OR 10360000 OR 248195003))"
79938555	0	"<185823004 | Finding of skin texture (finding) |  MINUS   ( <<  366649008 |Finding of thickness of skin (finding)| OR << 297947008 | Finding of consistency of skin (finding) | OR << 248194004 |Wrinkled face (finding)|)"
80003107	0	"< 410720000 | Pain by sensation quality (finding) | MINUS (< 410720000 | Pain by sensation quality (finding) |: {363698007 |Finding site (attribute)|=*})"
80003108	0	"< 185823004 |Finding of skin texture (finding)|"
80003108	1	"<< 297947008 |Finding of consistency of skin (finding)|"
80003108	1	"<< 366649008 |Finding of thickness of skin (finding)|"
80003108	1	"<< 248194004 |Wrinkled face (finding)|"
80003110	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
80003112	0	"< 185823004"
80003116	0	"<410720000 |Pain by sensation quality (finding)| : [0..0] 363698007 |Finding site (attribute)|  = *"
80003118	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
80003120	0	"< 387713003 |Surgical procedure (procedure)|: {<< 424226004 |Using device (attribute)| = << 86174004 |Laparoscope,device (physical object)|} AND { <<405813007 |sitio del procedimiento - directo (atributo)| = <<34707002 |estructura de la vía biliar (estructura corporal)|}"
80098804	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
80098807	0	"< 404684003 |clinical finding|: 363714003 |Interprets (attribute)| = <<364530004 |Skin texture (observable entity)|"
80098807	1	"<<297947008 |Finding of consistency of skin (finding)|"
80098807	1	"<<366649008 |Finding of thickness of skin (finding)|"
80098807	1	"<<248194004 |Wrinkled face (finding)|"
80098807	1	"<<275887009 |Scaly scalp (finding)|"
80098808	0	"< 185823004 | Finding of skin texture (finding) |"
80098810	0	"<410720000: 363698007 |Finding site (attribute)| !=*"
80193803	0	"(<185823004 |Finding of skin texture| : 363698007 |Finding site| =  >>20795001 |Structure of skin region|) MINUS (<<297947008 |Finding of consistency of skin (finding)| OR <<366649008 |Finding of thickness of skin (finding)|)"
80210555	0	"< 410720000 | Pain by sensation quality (finding) |"
80210555	1	"<< 279001004 |Pain finding at anatomical site (finding)|"
80210555	1	"<<55145008 | Stabbing pain |"
80210556	1	"<< 366649008 |Finding of thickness of skin (finding)|"
80210556	1	"<< 297947008 |Finding of consistency of skin (finding)|"
80210556	0	"< 185823004 |Finding of skin texture (finding)| : 363698007 |Finding site (attribute)| != < 20795001 |Structure of skin region (body structure)|"
